asin,title,categoryName,price,boughtInLastMonth,stars,isBestSeller
4948,Gini and Jony Boy's Kanon White Blue Infant Kidswear,Tshirts,2832.8,412,3.9,FALSE
54509,Lino Perros Women Beige Handbag,Handbags,1006.74,670,4.1,FALSE
49009,Lucera Women Silver Ring,Ring,4702.94,358,4.5,FALSE
37955,Yelloe Women Fur Black Handbag,Handbags,1326.11,101,3.7,FALSE
57025,Jockey MC Men Navy Blue Rio Briefs 8033,Briefs,1637.45,50,3.7,FALSE
27062,Yelloe Yellow Laptop Pocket Handbag,Handbags,2329.86,60,4.5,FALSE
11585,W Women Printed White Kurtis,Kurtis,2224.24,875,4.7,TRUE
56664,United Colors of Benetton Men Black Shoes,Casual Shoes,4075.98,796,4.3,FALSE
50310,Park Avenue Men Blue Tie,Ties,2553.43,689,3.8,FALSE
35325,Fabindia Women Anusuya Silver Earrings,Earrings,1268.46,985,4.1,FALSE
59694,Avirate Black Brief,Briefs,1702.44,263,4.6,TRUE
21291,Celine Dion Women Copper Frame Sunglasses,Sunglasses,2791.01,804,4.5,FALSE
28934,Mr. Men Printed Charcoal T-shirt,Tshirts,1163.54,605,3.7,FALSE
54481,Hanes Men Red Premium String Bikini Briefs,Briefs,3252.45,567,5,TRUE
7776,Converse Men's Chuck Slip Navy Red Canvas Shoe,Casual Shoes,3045.86,717,3.8,FALSE
29928,Police Men Black Dial Watch PL12889JVSB,Watches,3716.16,464,3.8,FALSE
27183,Mark Taylor Men Striped Charcoal Trousers,Trousers,4719.67,57,4.2,FALSE
36911,Fossil Men Brown Transit Wallet,Wallets,4605.15,54,4,FALSE
10437,Flying Machine Men HS Green Shirts,Shirts,4757.34,411,5,TRUE
57101,Elle Women Cream Top,Tops,1601.22,743,3.6,FALSE
55994,Colorbar Velvet Matte Mulberry Lipstick 27M,Lipstick,1092.04,161,4,FALSE
10200,Murcia Women Emma Beige Handbags,Handbags,1860.25,322,4.1,FALSE
58473,Fossil Men Brown Wallet,Wallets,4527.88,471,4.2,FALSE
15217,United Colors of Benetton Solid Belt,Belts,4874.24,314,3.5,FALSE
12364,Reid & Taylor Men Stripes Blue Shirts,Shirts,4366.96,507,3.6,FALSE
17123,Lino Perros Women Polka Brown Handbag,Handbags,995.08,261,3.9,FALSE
28684,Proline Men Cream-Coloured Sleeveless T-shirt with Printed Detail,Tshirts,4763.43,127,4.3,FALSE
23133,Chhota Bheem Kids Boys Lets Rock Grey T-shirt,Tshirts,2405.11,831,4.7,TRUE
25371,Levis Men Maroon Innerwear Vest,Innerwear Vests,541.9,715,4.5,FALSE
4985,Asics Men's Gel Phoenix 2 White Red Running Shoe,Sports Shoes,2490.77,270,4.4,FALSE
46605,Catwalk Women Beige Pumps,Flats,707.31,418,4.1,FALSE
22660,Wildcraft Unisex Gear for Life Blue Printed Sling Bag,Handbags,2947.45,396,4.8,TRUE
58670,ALayna Women Black Kurta,Kurtas,2023.49,74,4.2,FALSE
51044,Enamor Women Navy Blue Baby Doll Nightdress,Baby Dolls,2630.46,469,3.9,FALSE
49752,Parx Men Lavender Tie,Ties,3259.27,403,4.4,FALSE
44567,Coolers Men Coffee Brown Sandals,Sandals,4409.6,769,4.5,FALSE
54989,Femella Women Pink Shirt,Shirts,3478.56,466,4.1,FALSE
7291,Mickey Men's Donald Salute Star Brown T-shirt,Tshirts,2453.22,564,3.5,FALSE
42884,French Connection Women Beige Clutch,Clutches,4187.43,264,3.6,FALSE
11652,Puma Men Race Luminous 3HD Black Dial Watch,Watches,4575.12,956,4.8,TRUE
16620,Probase Men Stripes Red Shirt,Shirts,1038.92,161,3.6,FALSE
55590,Peter England Men White Shirt,Shirts,2893.7,753,4.4,FALSE
44695,Wills Lifestyle Women Pink & Blue Striped Lina Tunic,Tunics,1780.3,963,3.8,FALSE
2984,Puma Men's Power Cat Graphic Red T-shirt,Tshirts,711.78,608,3.8,FALSE
37506,Esprit Women White Watch,Watches,3508.46,477,3.9,FALSE
14821,United Colors of Benetton Men Stripes Blue Belts,Belts,4382.47,782,3.6,FALSE
7453,Proline Men Multicolured Striped Polo T-shirt,Tshirts,1233.06,748,3.8,FALSE
38863,Latin Quarters Women Blue Printed Top,Tops,4155.86,611,4.5,FALSE
33194,Sepia Women Printed White Top,Tops,4340.28,758,4.2,FALSE
26996,Jealous 21 Women Washed Black Jeans,Jeans,4614.53,265,4.7,TRUE
8414,Doodle Girl's Hippie Chic White Kidswear,Tshirts,1693.78,462,3.6,FALSE
15291,ADIDAS Originals Unisex ST Patch Black Backpacks,Backpacks,4567.79,782,4.8,TRUE
59532,Lucera Gold Plated Earrings,Earrings,1942.98,429,5,TRUE
8409,ADIDAS Men Torment S/L Blue T-Shirts,Tshirts,2985.52,651,3.5,FALSE
11635,Puma Men Ocean Race White Watches,Watches,727.28,281,5,TRUE
21173,s.Oliver Women Grey Shirt,Shirts,697.46,884,3.9,FALSE
57014,HM Women Multicoloured Heels,Flats,3741.68,307,4.5,FALSE
8382,Doodle Girl's Raw Edges Light Blue Kidswear,Tshirts,2500.16,714,3.9,FALSE
10263,Clarks Men Energise Me Leather Black Formal Shoes,Formal Shoes,1653.32,305,4.3,FALSE
48128,Fossil Women Pink Wallet,Wallets,1356.86,452,4.3,FALSE
53129,Catwalk Women Bronze Toned Flats,Flats,3514.79,473,4,FALSE
14487,Flying Machine Men Casual Black Casual Shoes,Casual Shoes,501.81,819,4.6,TRUE
5204,Mickey Men's Crew Dark Grey T-shirt,Tshirts,4126.51,114,4.4,FALSE
42821,Little Miss Intimates Women Lime Green Brief,Briefs,856.62,239,4.3,FALSE
59377,Vishudh Women White Printed Kurta,Kurtas,1361.7,652,5,TRUE
55334,Revlon Colorsilk 3N Dark Brown Hair Colour,Hair Colour,2238.06,999,4.9,TRUE
8614,Fastrack Unisex Brown Gradient Sunglasses,Sunglasses,2681.86,222,4.9,TRUE
25281,Lino Perros Women Leatherite Brown Handbag,Handbags,2097.48,808,4.8,TRUE
23097,Converse Men Rainbow Maroon Flip Flops,Flip Flops,1943.2,817,3.9,FALSE
11446,United Colors of Benetton Women White Light Winter Top,Tops,4837.62,677,4,FALSE
11118,Indigo Nation Men Solid White Shirts,Shirts,3387.11,610,3.8,FALSE
11820,Playboy Men Casual Green Casual Shoes,Casual Shoes,605.45,276,5,TRUE
4946,Gini and Jony Boy's Kaniel White Yellow Infant Kidswear,Tshirts,2435.79,630,3.7,FALSE
2865,Inkfruit Men's Men in Blue White T-shirt,Tshirts,4437.54,983,4,FALSE
42844,French Connection Women Black Handbag,Handbags,1856.55,437,3.8,FALSE
40594,Aurelia Women Rust Kurti,Kurtis,925.5,450,3.8,FALSE
19617,United Colors of Benetton Women Solid Blue Top,Tops,3912.73,687,3.9,FALSE
13997,Nike Men Solid Blue Sweatshirts,Sweatshirts,3227.06,998,4.5,FALSE
44230,Nike Men Blue Sneakers,Casual Shoes,3066.41,262,3.6,FALSE
13271,Inc 5 Women Casual Gold Heels,Heels,741.09,102,4.4,FALSE
37809,John Players Men Satin Stripes Blue Shirt,Shirts,1132.25,673,4.7,TRUE
48459,French Connection Men Blue Striped Shorts,Shorts,3301.47,720,4.6,TRUE
39656,Lotto Men Black Shoes,Casual Shoes,1435.21,801,3.7,FALSE
1827,Nike Men's Downshifter White/Blue Shoe,Sports Shoes,2768.32,711,4.9,TRUE
41788,Remanika Women Black Top,Tops,2951.97,188,4.7,TRUE
40568,W Women White Printed Kurta,Kurtas,1775.78,467,3.5,FALSE
6008,Highlander Men Yellow Black Checked Shirt,Shirts,4767.91,674,4.6,TRUE
59251,Titan Men Black Dial Watch,Watches,4291.09,192,4.6,TRUE
6124,Puma Men Motion MR Black  Shoulder Bag,Backpacks,3750.68,931,4.2,FALSE
16032,Highlander Men Check Grey Shirt,Shirts,850.97,558,3.6,FALSE
38438,Baggit Women Brown Wallet,Wallets,977.59,699,4.4,FALSE
50676,Chromozome Men Grey Melange Trunks,Trunk,2717.52,535,4.6,TRUE
7418,W Women Mandarin Neck-Yarn Dyed Green Kurta,Kurtas,1223.21,486,3.9,FALSE
5798,ADIDAS Men's Prt White T-shirt,Tshirts,4902.19,865,4.5,FALSE
44482,Gliders Men Brown Shoes,Casual Shoes,1213.34,592,4,FALSE
11927,Skechers Women Tone White Sports Shoes,Sports Shoes,2693.61,342,4.4,FALSE
3469,ADIDAS Unisex Black White Headband,Headband,2138.54,669,4.1,FALSE
16375,Peter England Men Stripes Navy Blue Trouser,Trousers,3377.24,333,4,FALSE
18639,Puma Men V.11 Cat Midnight Navy Tshirts,Tshirts,1080.66,720,4.8,TRUE
47185,Ganuchi Men Black Shoes,Casual Shoes,2436.42,887,4.6,TRUE
56014,Colorbar Soft Touch Amethyst Lipstick 042,Lipstick,1736.17,63,4,FALSE
42964,French Connection Men Multi Coloured Belt,Belts,4494.88,683,4.2,FALSE
56988,HM Women Brown Sandals,Flats,682.64,776,4.5,FALSE
34281,Fabindia Women Blue Dupatta,Dupatta,4611.77,321,4.7,TRUE
34345,Myntra Men Purple T-shirt,Tshirts,4248.47,74,4.5,FALSE
59951,Taylor of London Lace Perfumed Body Spray,Deodorant,1839.07,984,4.3,FALSE
11021,Wrangler Women Freedom Spirit Black T-Shirts,Tshirts,4051.81,371,4.9,TRUE
31065,Fabindia Women Kota Silk Lavender Dupatta,Dupatta,640.46,855,4.7,TRUE
42939,French Connection Men Black Belt,Belts,4850.89,730,3.7,FALSE
21386,Manchester United Men Printed Red T-shirt,Tshirts,2869.68,152,4.3,FALSE
25158,Lino Perros Women Leatherette Black Handbag,Handbags,1864.76,915,4.1,FALSE
40559,Titan Men White Dial Watch,Watches,2131.62,932,4.7,TRUE
12604,Jealous 21 Women Printed Purple Tops,Tops,798.82,89,3.6,FALSE
28936,BIBA Women Printed Pink Kurta,Kurtas,4952.07,284,4.1,FALSE
58496,Tonga Women Lavender Top,Tops,676.81,881,4,FALSE
58323,Jockey LCESCBRA Men Pack of 3 Socks 2004,Socks,3447.08,138,3.7,FALSE
11662,Lee Women Grey Printed T-shirt,Tshirts,2492.31,149,4.1,FALSE
28268,Gatsby Men Intense Deo,Deodorant,4770.12,193,4.5,FALSE
43205,Fastrack Men Grey Dial Watch,Watches,1607,131,4,FALSE
2508,Numero Uno Men's Casual Brown Shoe,Casual Shoes,2894.39,638,4.4,FALSE
13933,United Colors of Benetton Women Blue Polo Tshirts,Tshirts,2670.6,620,4.4,FALSE
35589,Gliders Men Yellow Sandals,Sandals,3662.9,278,4.4,FALSE
32223,Fabindia Women Pink & Orange Striped Kurta,Kurtas,806.05,652,4.3,FALSE
13688,ADIDAS Kids Unisex Hyperrun 5K Sports Shoes,Sports Shoes,1372.05,915,3.7,FALSE
50171,Rocia Women Brown Wedges,Heels,1465.54,444,3.8,FALSE
24234,La-Emotio Women Brown Kurta,Kurtas,3821.68,562,4.7,TRUE
12867,Lee Cooper Men Casual Black Shoes,Casual Shoes,1351.12,830,4.3,FALSE
46806,Nike Men Orange Mercurial Glide Sports Shoes,Sports Shoes,3080.71,847,4.6,TRUE
14085,Flying Machine Men Check White Sweaters,Sweaters,1468.6,246,4.4,FALSE
19603,United Colors of Benetton Women Black T-shirt,Tshirts,4377.31,323,3.6,FALSE
13737,Belmonte Men Check Black Shirts,Shirts,4739.83,639,4.7,TRUE
6377,Numero Uno Men's Brown Canvas Shoe,Casual Shoes,2833.22,702,3.6,FALSE
6735,Puma Men Mid CVS Navy Blue Shoes,Casual Shoes,2085.39,849,4.9,TRUE
54505,Lino Perros Women Pink Handbag,Handbags,1553.26,632,3.8,FALSE
35327,Fabindia Women Anusuya Silver Earrings,Earrings,724.01,611,4.3,FALSE
28488,Urban Yoga Men Printed Blue T-shirt,Tshirts,1708.25,421,3.6,FALSE
59558,Lucera Silver Bangle,Bangle,3444.06,930,4.8,TRUE
44130,Boss Women Intense Perfume,Perfume and Body Mist,2901.28,129,5,TRUE
53565,Q&Q Men Black Dial Watch,Watches,4748.19,284,3.7,FALSE
53676,Kiara Women Black Handbag,Handbags,2283.25,336,3.9,FALSE
30085,Ed Hardy Women Blue Watch,Watches,3622.39,868,3.5,FALSE
29876,Mayhem Men Rectangular Sunglasses 1021-205d,Sunglasses,2701.95,716,4.7,TRUE
14420,Enroute Women Casual Beige Flats,Heels,2806.59,621,4,FALSE
18355,Fila Men Ankel White Socks,Socks,1704.98,594,4.4,FALSE
59745,Avirate Cream Babydoll Nightdress,Nightdress,2547.28,486,3.6,FALSE
2035,ADIDAS Mens Round Neck Black T-shirt,Tshirts,2618.53,176,4.6,TRUE
17307,Pepe Jeans Men Casual Sunglasses,Sunglasses,3679.89,782,4.3,FALSE
54975,Femella Women Black Shirt,Shirts,4732.88,761,4.6,TRUE
12634,Probase Men Printed Maroon Tshirts,Tshirts,1981.95,466,4.7,TRUE
12184,Basics Men Red Slim Fit Checked Shirt,Shirts,689.9,687,3.6,FALSE
56470,Streetwear Magenta Nail Polish 59,Nail Polish,2733.33,90,4.4,FALSE
6806,Timberland Men's Boat Caramel Light Brown Shoe,Casual Shoes,2950.08,836,4.5,FALSE
52309,ToniQ Women Multi Coloured Necklace,Necklace and Chains,1257.98,518,4.3,FALSE
53026,FNF Multi Coloured Printed Sari,Sarees,3922.09,346,3.8,FALSE
34988,Fabindia H& Printed Navy Blue Cotton Mull Sari,Sarees,4932.18,646,4.7,TRUE
19020,Catwalk Women Gold Strap Heels,Heels,4755.99,650,5,TRUE
33606,Lino Perros Women Red Wallet,Wallets,1386.98,91,5,TRUE
5898,Puma Men Tekkies Jam Blue Shoe,Casual Shoes,4439.13,681,4.7,TRUE
7689,Puma Men's Black Polo Neck T-shirt,Tshirts,3670.22,328,4.1,FALSE
42909,French Connection Women Brown Belt,Belts,2542.31,508,4,FALSE
40576,W Women Maroon Kurta,Kurtas,2932.75,82,3.6,FALSE
36280,SDL by Sweet Dreams Women Blue Night suits,Night suits,4323.2,325,4.1,FALSE
41161,Allen Solly Woman Khaki Trousers,Trousers,2660.61,714,3.7,FALSE
24401,Vishudh Women Brown Printed Kurta,Kurtas,2179.43,139,3.9,FALSE
31868,Titan Women Raga Mother Of Pearl Dial Watch,Watches,2719.61,665,4.8,TRUE
29887,Mayhem Women Cat Eye Sunglasses 1016-104,Sunglasses,3106.08,997,5,TRUE
34310,Fabindia Women Black Silk & Wool Stole,Stoles,1350.85,573,4.9,TRUE
14706,Genesis Men Stripes Purple Shirts,Shirts,4554.08,209,3.8,FALSE
14870,United Colors of Benetton Men Solid Green Passport Holder,Wallets,3533.84,978,4.9,TRUE
26000,Paris Hilton Just Me Men Perfume,Perfume and Body Mist,3349.71,507,3.7,FALSE
49923,Fabindia Red Tie & Dye Ghicha Striped Saree,Sarees,947.73,757,4.3,FALSE
23450,Deni Yo Men Black Slim Fit Jeans,Jeans,3218.78,448,4.5,FALSE
22618,Nike Men Blue T-shirt,Tshirts,1044.32,868,4.2,FALSE
41346,Wrangler Men Navy Blue Texas Jeans,Jeans,854.14,823,4.9,TRUE
18724,Arrow Woman Lara Black Sweater,Sweaters,2872.9,140,4,FALSE
28440,DKNY Women White Dial Watch NY3650,Watches,2312.53,758,4.3,FALSE
19724,United Colors of Benetton Women Green Check Shirt,Shirts,3149.65,630,3.6,FALSE
34419,Myntra Men Blue Freedom Warior T-shirt,Tshirts,901.5,515,4.8,TRUE
26484,Puma Men White T-shirt,Tshirts,2439.42,269,4.1,FALSE
37638,Wills Lifestyle Men Leather Accessory Gift Set,Accessory Gift Set,1286.54,468,4.6,TRUE
37929,Mineral Women Pink Dress,Dresses,4941.95,428,4.5,FALSE
6542,Nike Men's Training Green Grey T-shirt,Tshirts,3025.18,775,4.5,FALSE
34947,Fabindia Women Printed Red Dupatta,Dupatta,3593.47,979,4.3,FALSE
25855,Diva Women Printed Red Kurti,Kurtis,1964.38,496,3.9,FALSE
11110,Indigo Nation Men Check White Shirts,Shirts,926.33,195,4.4,FALSE
44657,Vans Unisex Blue Shoes,Casual Shoes,4891.42,282,4.9,TRUE
42669,Alma Women Black & White Kurta,Kurtas,1788.17,420,4.8,TRUE
32044,Playboy Men Blue Socks,Socks,2407.14,971,3.7,FALSE
32844,Grendha Women Jola Cigana White Flats,Heels,3424.39,283,3.5,FALSE
22619,Nike Men White T-shirt,Tshirts,611.14,775,4.2,FALSE
2861,Inkfruit Men's I am Hooked Green T-shirt,Tshirts,4146.17,416,4.7,TRUE
23174,Mark Taylor Men Grey Printed T-shirt,Tshirts,2914.6,530,4,FALSE
20559,Baggit Women Famous Baby Pink Wallet,Wallets,1751.98,622,4.6,TRUE
51631,FOSSIL Women Silver-Toned Dial Watch ES2880,Watches,777.24,412,4.9,TRUE
38832,Latin Quarters Women White & Pink Printed Dress,Dresses,1231.24,639,4.2,FALSE
52555,Pepe Jeans Women Blue Jeans,Jeans,4527.65,560,3.9,FALSE
56413,GAS Men Brown Glade Sandals,Sandals,3587.11,144,4.9,TRUE
17034,Gas Men Romance Casual Shoe,Casual Shoes,1624.56,891,4.2,FALSE
4736,Numero Uno Men's White Dunk Shoe,Casual Shoes,795.2,265,4.1,FALSE
55223,Lakme Perfect Definition Go Grape Lip Liner 23,Lip Liner,3607.77,774,4,FALSE
33128,Catwalk Women Black Peep Toes,Heels,3075.83,865,4.1,FALSE
34910,Fabindia Black Hand Printed Chanderi Dupatta,Dupatta,2320.34,761,4.5,FALSE
39228,Femella Women Petal Black Shirt,Shirts,2136.25,913,4.2,FALSE
55814,SDL by Sweet Dreams Women Pink & Purple Printed Night Suit S11-3225,Night suits,1475.66,592,4,FALSE
47650,Femella Women Black Lace Dress,Dresses,3513.25,851,4.6,TRUE
57878,Biotique Bio Peach Clarifying & Refining Peel-Off Mask,Mask and Peel,4868.01,904,3.8,FALSE
55991,Colorbar Velvet Matte Bronx Lipstick 40 BR,Lipstick,1290.72,184,3.8,FALSE
25918,Femella Women Blue T-shirt,Tshirts,3187.02,132,4.5,FALSE
36303,Angry Birds Men Black Stop The Madness T-shirt,Tshirts,2408.83,440,4.8,TRUE
39264,Red Chief Men Black Formal Shoes,Formal Shoes,2510.1,96,3.9,FALSE
5646,ADIDAS Unisex Adi Pixel Silver Flip Flop,Flip Flops,1643.66,441,3.8,FALSE
20165,Wrangler Men Biker White Shirt,Shirts,4213.11,767,4.5,FALSE
56177,Colorbar Color Intense Mignight Sky Liquid Eye Liner 001,Kajal and Eyeliner,2683.65,434,4.4,FALSE
11647,Puma Men Turbo Black Watch,Watches,2945.33,430,4.2,FALSE
26866,Jealous 21 Women Printed White T-shirt,Tshirts,1871.42,126,3.6,FALSE
56671,Maxima Men White Dial Watch,Watches,1318.14,308,3.6,FALSE
3841,Crocs Women Lady Oyster Flats,Flats,886.6,998,4.7,TRUE
4514,Puma Men's Tarun White Navy Silver Red Shoe,Sports Shoes,3713.54,653,4.2,FALSE
16159,Enroute Men Leather Brown Formal Shoes,Formal Shoes,1383.05,983,4.8,TRUE
59640,FNF Magenta Wedding Collection Sari,Sarees,3605.34,996,4.4,FALSE
9655,Indigo Nation Men Bling Blue Shirts,Shirts,2256.69,448,4.4,FALSE
31843,Titan Women Steel Dial Watch,Watches,2370.99,149,4.9,TRUE
21410,Locomotive Men Printed Black T-shirt,Tshirts,2611.3,550,3.7,FALSE
49503,Vans Men Black Casual Shoes,Casual Shoes,2154.69,432,4.3,FALSE
36477,Spinn Men Agile Brown Shoes,Casual Shoes,952.79,756,3.6,FALSE
38566,Nike Men Woven Black Shorts,Shorts,1893.34,241,4,FALSE
30089,Ed Hardy Men Black Dial Watch,Watches,3486.8,629,3.7,FALSE
57484,ID Men Black & White Sandals,Sandals,3496.03,950,3.8,FALSE
22849,Woodland Men Khaki Casual Shoes,Casual Shoes,1788.01,803,4.9,TRUE
58917,Hakashi Men Black Silk Tie,Ties,2570.46,651,4.4,FALSE
51079,Satya Paul Blue Saree,Free Gifts,1370.51,394,4.8,TRUE
45340,Cobblerz Women Silver-Toned Sandals,Heels,1446.67,59,4.2,FALSE
55805,SDL by Sweet Dreams Women Pink & Black Printed Night Suit S11-3134,Night suits,603.71,313,4.4,FALSE
56428,Streetwear FX Cutey Petutti Eye Shadow,Eyeshadow,4535.36,317,3.5,FALSE
23943,Lotto Men Black Acro Sports Shoes,Sports Shoes,1448.18,881,4.2,FALSE
50899,Prafful Beige & Purple Printed Sari,Sarees,1523.9,679,4.3,FALSE
38569,Nike Men Navy Blue Shorts,Shorts,1758.21,811,3.5,FALSE
14162,Belmonte Men Bright Assorted Steel Cufflinks,Cufflinks,1073.34,620,4.7,TRUE
19574,United Colors of Benetton Men Solid Grey Track Pants,Track Pants,3376.68,244,3.9,FALSE
14851,United Colors of Benetton Women Solid Coffee Brown Wallets,Wallets,838.14,611,4.2,FALSE
32167,Playboy Women Playmate Blue Ankle Socks,Socks,1103.91,456,4.3,FALSE
58685,ALayna Women Black Kurta,Kurtas,3401.41,345,5,TRUE
51375,Converse Men Red Casual Shoes,Casual Shoes,2028.47,939,3.6,FALSE
27877,Scullers For Her Women Printed Navy Blue Shirt,Shirts,3685.77,146,4.3,FALSE
56223,SDL by Sweet Dreams Men Brown Pyjama Set,Night suits,3008.41,511,4.3,FALSE
31862,Titan Men Black Dial Watch,Watches,1652.1,688,3.6,FALSE
43190,Fastrack Women White Dial Watch,Watches,3428.73,807,4.5,FALSE
33562,Wrangler Women Big Rodeo Pink T-shirt,Tshirts,1023.23,136,3.9,FALSE
58863,Hakashi Men Gold Cufflinks,Cufflinks,2913.85,126,3.7,FALSE
4546,Nike Men's Air Max Black Shoe,Sports Shoes,2467.17,938,3.8,FALSE
2229,ADIDAS Men Sunset White Polo T-shirt,Tshirts,1705.43,765,4.7,TRUE
8987,Puma Men Kollege Mid Black Casual Shoes,Casual Shoes,3218.02,532,3.7,FALSE
52093,Myntra Women White Top,Tops,4421,195,4.2,FALSE
48593,Lucera Women Silver Earrings,Earrings,4995.07,710,3.8,FALSE
55888,Colorbar Exclusive Nail Lacquer 19,Nail Polish,3234.93,160,3.7,FALSE
34125,Turtle Men Reversible Leather Black Belt,Belts,2321.18,690,3.8,FALSE
45292,CASIO Enticer Women Silver Analogue Watch LTP-1233D-7ADF SH49,Watches,1513.43,814,4.2,FALSE
23476,Lino Perros Men Grey Check Scarf,Scarves,1656.93,727,3.9,FALSE
42019,ADIDAS Men Black Pural Desman Shoes,Casual Shoes,2657.55,346,3.6,FALSE
19648,United Colors of Benetton Women Solid Light Brown Top,Tops,2152.75,475,4.7,TRUE
21304,Celine Dion Women Brown Frame Sunglasses,Sunglasses,4612.17,698,4.3,FALSE
57102,Elle Women White EssentialsTop,Tops,2157.33,840,3.7,FALSE
35657,U.S. Polo Assn. Men Brown Shoes,Formal Shoes,2180.5,383,4.2,FALSE
48144,Fossil Women Black Wallet,Wallets,2225.91,572,3.6,FALSE
55377,Revlon Lavender Nail Enamel 323,Nail Polish,4264.79,632,4.4,FALSE
43164,Fastrack Men Black Watch,Watches,3428.55,720,4,FALSE
34628,Nike Men Ruckus Low Black Shoes,Casual Shoes,3263.76,777,3.7,FALSE
21691,FOSSIL Women White Dial Chronograph & Analogue Watch ES2348,Watches,2003.64,587,3.8,FALSE
42634,Estelle Women Bracelet,Bracelet,4180.57,847,4,FALSE
49781,Little Miss Intimates Black Pyjama Set,Night suits,672.64,211,4.7,TRUE
43492,French Connection Men Off White T-shirt,Tshirts,4418.59,479,3.8,FALSE
28907,Biba Women Printed White & Purple Kurta,Kurtas,2807.37,663,3.7,FALSE
5990,Locomotive Men Purple Checked Shirt,Shirts,2292.13,118,4.3,FALSE
58547,Miami Blues Women Sunglasses,Sunglasses,2737.25,182,4.3,FALSE
55136,Lakme Truewear Color Crush 04 Nail Polish,Nail Polish,3503.37,238,3.6,FALSE
34927,Fabindia Brown Dupatta,Dupatta,557.44,772,3.9,FALSE
3270,Guerrilla Men's Poison Navy Blue T-shirt,Tshirts,4421.98,804,3.9,FALSE
19485,Levis Men Jazz Stripes Grey Brief,Briefs,2510.33,727,3.8,FALSE
20302,Jealous 21 Women Blue Sweater,Sweaters,2043.35,973,4,FALSE
45310,Van Heusen Men Black & Brown Reversible Belt,Belts,1122.11,971,3.6,FALSE
47384,Baggit Women Teal Purse,Clutches,2477.59,622,4.5,FALSE
40541,Titan Women Cream Watch,Watches,2733.45,923,5,TRUE
2784,Ediots Men's Bajau Kya Radio Turquoise T-shirt,Tshirts,2316.41,328,4.5,FALSE
27704,Murcia Women Purple Handbag,Handbags,3553.97,479,4,FALSE
7696,Urban Yoga Men's Ganesha Red Black T-shirt,Tshirts,2394.03,674,4.5,FALSE
46452,Timex Men Black Dial Watch J201,Watches,4826.38,591,4.4,FALSE
50594,Chromozome Men Grey Briefs,Briefs,3196.75,884,4.8,TRUE
45266,CASIO G-Shock Men Black Digital Watch GD-100-1BDR G310,Watches,4133.65,210,4.4,FALSE
9041,Buckaroo Men Moles Black Formal Shoes,Formal Shoes,992.1,795,4.5,FALSE
33539,Wrangler Women Maddy Black Top,Tops,2287.81,948,3.8,FALSE
43724,Royal Diadem Set of 2 Golden Bangles,Bangle,2015.81,502,4.1,FALSE
34094,Doodle Girls Printed Lime Green Top,Tops,3062.67,938,4,FALSE
38993,Gini and Jony Boys Rodeo Blue Jeans,Jeans,4375.01,900,3.5,FALSE
57151,Elle Women Peach Camisole,Camisoles,852.52,219,4,FALSE
3505,ADIDAS Women Adi Light White Fresh Shoe,Casual Shoes,826.59,879,4.2,FALSE
25636,Fastrack Women Black Casual Watch,Watches,4326.43,747,4.4,FALSE
1608,Reebok Track Pants Jet Black,Track Pants,1457.83,106,4.9,TRUE
27006,Jealous 21 Women Washed Navy Blue Jeggings,Jeans,3509.39,289,3.9,FALSE
25077,Lino Perros Men Formal Navy Blue Accessory Gift Set,Accessory Gift Set,2942.95,818,3.7,FALSE
4888,Levis Kids Girl's Dionne White Teens Kidswear,Tops,4248.02,407,4.8,TRUE
41827,Skechers Women White Sports Shoes,Sports Shoes,1062.9,250,4.9,TRUE
17916,Nike Men Grey Sweatshirt,Sweatshirts,1084.02,493,4.2,FALSE
47191,Franco Leone Men Black Formal Shoes,Formal Shoes,3005.68,886,3.7,FALSE
42836,French Connection Women Black Croc Clutch,Clutches,4758.7,876,4.2,FALSE
16518,Locomotive Men Washed Blue Jeans,Jeans,2367.49,351,3.7,FALSE
28257,Fogg Men Voyager Deo,Deodorant,1971.24,155,4.8,TRUE
14058,Flying Machine Men Printed Black Tshirts,Tshirts,3230.1,851,4.6,TRUE
55397,Revlon Water Tight Black Mascara,Mascara,4687.02,150,3.9,FALSE
44094,Boss Men Night Edition Perfume,Perfume and Body Mist,4266.18,146,4.8,TRUE
30961,Fabindia Women Black Chanderi Tunic,Kurtis,4979.68,714,4.5,FALSE
11834,Playboy Men Casual Grey Casual Shoes,Casual Shoes,601.56,987,4.9,TRUE
27711,Murcia Women Green Handbag,Handbags,1007.86,78,5,TRUE
57521,Provogue Men Brown Casual Shoes,Casual Shoes,3242.6,555,3.5,FALSE
56216,Estelle Women Gold Earrings,Earrings,4192.59,714,3.7,FALSE
18725,Arrow Woman Ester Purple Sweater,Sweaters,1783.6,487,4.3,FALSE
39103,Reid & Taylor Men Grey Trouser,Trousers,1576.45,428,4.9,TRUE
11947,Ganuchi Men Casual Olive Sandals,Sandals,4041.39,122,5,TRUE
40982,Gini and Jony Boys Core White T-shirt,Tshirts,753.72,303,4.4,FALSE
49991,Hanes Men Pack Of 3 White Cushion Max Crew Socks,Socks,2162.22,960,3.8,FALSE
20544,Baggit Women Yacho Jhuti Beige Belt,Belts,2776.14,565,3.7,FALSE
3773,Status Quo Men's Pink Polo T-shirt,Tshirts,3021.57,798,4.6,TRUE
5956,Highlander Men Blue Check Shirt,Shirts,3778.77,599,4.4,FALSE
